athlete_code,name,gender,country_code,country,nationality_code,nationality,disciplines,events,birth_date,birth_country,hobbies,occupation,lang,reason,hero,medal_type,medal_code,medal_date,has_medal
1961035,FRANKLIN Tori,Female,USA,United States,USA,United States,['Athletics'],"[""Women's Triple Jump""]",1992-10-07,United States,"Singing, dancing, hiking, filming and playing sports","Athlete, author, public speaker, life coach. Founder of Live Happi retreats, a non-profit organisation empowering youth through travel, mental wellness and movement",English,"Began athletics in sixth grade, specialised in high jump in junior high, and in her first year of high school, switched to triple jump at her coach's suggestion.</p><p>""I had shown up to practice the first day and I grabbed the pole and I was doing the drills. I was just about to pole vault until the coach said, 'Um, no, Tori, we're going to have you triple jump'. I cried at first but they said I should try something else other than pole vault."" (myInfo)","Sprinter Allyson Felix (USA), 11-time Olympic medallist (seven gold, three silver, one bronze); 20-time world championship medallist (14 gold, three silver, three bronze).</p><p>Basketball player Lebron James (USA), four-time National Basketball Association (NBA) champion with the Miami Heat (2012, 2013), Cleveland Cavaliers (2016) and Los Angeles Lakers (2020), two-time Olympic gold medallist (2008, 2012)",None,None,None,False
1961039,LOBO Bruno,Male,BRA,Brazil,BRA,Brazil,['Sailing'],"[""Men's Kite""]",1993-07-26,Brazil,Other sports and spending time with his family,Athlete. Orthopaedic doctor specialising in knee surgery at the Albert Einstein Hospital (BRA),Portuguese,He has always been athletic but started with swimming and moved on to triathlon. After a few injuries he took up kiteboarding as a hobby after his father encouraged him to give it a try. He became more and more competitive and did it alongside his studies to become a doctor,,None,None,None,False
1961043,FONTES Bruno,Male,BRA,Brazil,BRA,Brazil,['Sailing'],"[""Men's Dinghy""]",1979-09-25,Brazil,"Surfing, cycling",,"English, Portuguese",,,None,None,None,False
1961044,FRALEY Veronica,Female,USA,United States,USA,United States,['Athletics'],"[""Women's Discus Throw""]",2000-05-27,United States,,"Athlete, student","English, Spanish",She picked up a discus to take a break from running during summer track camp,,None,None,None,False
1961052,KIDD Gabriella,Female,BRA,Brazil,BRA,Brazil,['Sailing'],"[""Women's Dinghy""]",1997-04-18,Brazil,Cycling,Athlete,"English, Portuguese, Spanish",Her father introduced her to the sport. He is Australian and passionate about sport,"Sailor Kahena Kunze (BRA) two-time Olympic 49erFX gold medallist with Martine Grael (2016, 2020), six-time world championships medallist (one gold, four silver, one bronze)",None,None,None,False
1961053,KELATI FREZGHI Weini,Female,USA,United States,USA,United States,['Athletics'],"[""Women's 10,000m""]",1996-12-01,Eritrea,"Outdoor activities, learning a new languages",Athlete,English,"Growing up in a small farming town in Eritrea she always pursued excellence. From a young age she worked to buy her own clothes and school supplies, excelling in academics to make her mother proud. Equally committed to running, she woke up at three in the morning for pre-school runs and travelled five hours on foot to compete in races. Running has always been her passion, and she had a lifelong dream of becoming a professional athlete.</p><p>""I was just a little girl who had big dreams. I've always been independent and wanted to accomplish something."" (about.underarmour.com, 2 Dec 2020)","Sprinter Usain Bolt (JAM), eight-time Olympic champion (two in 2008, three in 2012, three in 2016);14-time world championship medallist (11 gold, two silver, one bronze)",None,None,None,False
1961057,SIMOES Gabriel,Male,BRA,Brazil,BRA,Brazil,['Sailing'],"[""Men's Skiff""]",2002-06-18,Brazil,,Athlete,Portuguese,,,None,None,None,False
1961058,DUARTE HADDAD Henrique,Male,BRA,Brazil,BRA,Brazil,['Sailing'],['Mixed Dinghy'],1987-05-28,Brazil,,Athlete,"English, Portuguese, Spanish",He was encouraged to take up the sport by his parents,"Sailor Robert Scheidt (BRA), five-time Olympic medallist (two gold, two silver, one bronze) over seven consecutive Olympic appearances (1996-2020)",None,None,None,False
1961059,SWAN Isabel,Female,BRA,Brazil,BRA,Brazil,['Sailing'],['Mixed Dinghy'],1983-11-18,Brazil,"Singing, dancing, sport in general",Athlete. President of the Pan Am Athlete's Commission,"English, Portuguese, Spanish",Her family was involved in the sport. Her aunt Claudia Swan competed in the 1992 Olympic Games,"Sailor Robert Scheidt (BRA), five-time Olympic medallist (two gold, two silver, one bronze) over seven consecutive Olympic appearances (1996-2020)",None,None,None,False
1961061,SIEMSEN Joao,Male,BRA,Brazil,BRA,Brazil,['Sailing'],['Mixed Multihull'],1992-06-09,Brazil,,Athlete,Portuguese,Parents were sailors,,None,None,None,False
1961062,KUNZE Kahena,Female,BRA,Brazil,BRA,Brazil,['Sailing'],"[""Women's Skiff""]",1991-03-12,Brazil,,"Athlete, serves in the navy","English, German, Portuguese, Spanish",Born into a family of sailing enthusiasts,"Racing driver Ayrton Senna (BRA), three-time Formula One champion.</p><p>Sailor Torben Grael (BRA), five-time Olympic medallist (two gold, one silver, two bronze), six-time Olympian (1984, 1988, 1992, 1996, 2000, 2004), winner of the 2008 Volvo Ocean Race as skipper of Ericsson 4.</p><p>Sailor Robert Scheidt (BRA), five-time Olympic medallist (two gold, two silver, one bronze) over seven consecutive Olympic appearances (1996-2020)",None,None,None,False
1961064,MARIUTTI ARNDT Marina,Female,BRA,Brazil,BRA,Brazil,['Sailing'],['Mixed Multihull'],2001-04-20,Brazil,,Athlete,Portuguese,,,None,None,None,False
1961065,SOFFIATTI GRAEL Martine,Female,BRA,Brazil,BRA,Brazil,['Sailing'],"[""Women's Skiff""]",1991-02-12,Brazil,,Athlete,"English, French, Italian, Portuguese, Spanish",Her father has won at the top level of the sport so it was natural for Martine to try her hand at sailing. After a few youth events in the 420 class she graduated to Olympic class sailing in the 470. After not qualifying for the 2012 Olympic Games in the 470 class she changed to the 49erFx where she remains today,"Sailors:<br>Father Torben Grael (BRA), five-time Olympic medallist (two gold, one silver, two bronze), six-time Olympian (1984, 1988, 1992, 1996, 2000, 2004), winner of the 2008 Volvo Ocean Race as skipper of Ericsson 4.</p><p>Uncle Lars Grael (BRA), two-time Olympic bronze medallist.</p><p>Sir Peter Blake KBE (NZL), three-time America's Cup winner, two-time Whitbread Round the World Race winner.</p><p>Sailor Robert Scheidt (BRA), five-time Olympic medallist (two gold, two silver, one bronze) over seven consecutive Olympic appearances (1996-2020)",None,None,None,False
1961066,SOFFIATTI GRAEL Marco,Male,BRA,Brazil,BRA,Brazil,['Sailing'],"[""Men's Skiff""]",1989-06-09,Brazil,,Athlete,"English, Italian, Portuguese, Spanish","Sailing is a popular sport in his family, and his father Torben competed in the sport at international level. ""I used to watch my father's competitions, and my first memory of sailing is with my mother. She taught me how to sail. She took me in her boat while my father was competing."" (myInfo)","Sailor Robert Scheidt (BRA), five-time Olympic medallist (two gold, two silver, one bronze) over seven consecutive Olympic appearances (1996-2020)",None,None,None,False
1961067,ISAAC Mateus,Male,BRA,Brazil,BRA,Brazil,['Sailing'],"[""Men's Windsurfing""]",1994-01-16,Brazil,Helps his parents in their restaurants in Sao Paulo (BRA),"Athlete, navy sergeant",Portuguese,He dreamed of being a professional football player but saw his father windsurfing and it became his passion,,None,None,None,False
1961080,BENUS Matej,Male,SVK,Slovakia,SVK,Slovakia,['Canoe Slalom'],"[""Men's Canoe Single"", ""Men's Kayak Cross""]",1987-11-02,Slovakia,"Hiking, ice hockey, spending time with his family",Athlete,Slovak,His mother was a paddling coach and his father was also involved in the sport,,Bronze Medal,3.0,2024-07-29,True
1961081,MINTALOVA Eliska,Female,SVK,Slovakia,SVK,Slovakia,['Canoe Slalom'],"[""Women's Kayak Single"", ""Women's Kayak Cross""]",1999-03-23,Slovakia,"Listening to music, watching movies, hiking","Athlete, student",Slovak,"Was encouraged to start by Slovakian canoe slalom paddler Simona Macekova. ""My first workout was very difficult, I didn't even know how to hold the paddle, how to handle it precisely, and I was also very scared. But I enjoyed it very much. So I started to gradually train."" (myInfo)","Canoe slalom paddler Jessica Fox (AUS), four-time Olympic medallist (one gold, one silver, two bronze), 10-time individual world champion",None,None,None,False
1961108,LY Edward,Male,CAN,Canada,CAN,Canada,['Table Tennis'],"[""Men's Singles"", ""Men's Team""]",2003-01-29,Canada,,,"English, French",,,None,None,None,False
1961112,ZHANG Mo,Female,CAN,Canada,CAN,Canada,['Table Tennis'],"[""Women's Singles""]",1989-01-17,China,"Watching films, listening to music, reading",Athlete,"English, Mandarin",Took it up to keep fit,,None,None,None,False
1961120,HAZIN Jeremy,Male,CAN,Canada,CAN,Canada,['Table Tennis'],"[""Men's Team""]",2000-02-27,Canada,Singing Chinese pop songs,Athlete,"Cantonese, English, Mandarin","He was encouraged to take up table tennis by his father, who played at the local club",,None,None,None,False
1961122,WANG Eugene,Male,CAN,Canada,CAN,Canada,['Table Tennis'],"[""Men's Singles"", ""Men's Team""]",1985-11-13,China,"Playing football, watching movies, travelling",Athlete,"English, Mandarin",He started playing at his mother's workplace and was sent to a table tennis school for more training after his family noticed his talent,,None,None,None,False
1961168,BERGER Matt,Male,CAN,Canada,CAN,Canada,['Skateboarding'],"[""Men's Street""]",1993-10-10,Canada,"Playing basketball, cycling, spending time with friends",Athlete,English,"His grandmother Renee gave him a skateboard when he was four years old. He did not touch it for over a year, until he was inspired by his cousin to give it a try. His parents originally enrolled him in hockey, baseball, football and hip-hop classes in Kamloops, BC, but found that skateboarding suited him the most. ""When I got introduced to skateboarding, it just kind of captured me, just the feeling of it. When I started seeing videos of other skateboarders, I just knew it was my thing. I was just extremely obsessive with it. My teachers were constantly trying to talk to my parents to get me on Ritalin [for attention deficit disorder]. I couldn't pay attention to anything in class. But as soon as it came down to skateboarding, I was locked in, I was hyper focused, and I skated for hours."" (myInfo)",,None,None,None,False
1961169,DECENZO Ryan,Male,CAN,Canada,CAN,Canada,['Skateboarding'],"[""Men's Street""]",1986-07-20,Canada,"Snowboarding, riding dirt bikes, cycling",Athlete,English,"Fell in love with the sport's unique blend of creativity, athleticism and the freedom to explore urban environments",,None,None,None,False
1961170,EBERT Fay,Female,CAN,Canada,CAN,Canada,['Skateboarding'],"[""Women's Park""]",2009-11-19,Canada,"Drawing, animating, cross-country running, playing the ukelele, playing games with her younger brother (Minecraft)","Student, athlete",English,"After trying skateboarding for the first time, she was so captivated that her parents bought her a skateboard that afternoon",,None,None,None,False
1961173,RUSSELL Cordano,Male,CAN,Canada,CAN,Canada,['Skateboarding'],"[""Men's Street""]",2004-08-04,Canada,,"Athlete, mentor for flag football and basketball",English,"""I found my first board inside of a bush. And I stepped on it. It was beat up. And I stepped on it, hit my head, and I was like, ‘Let's go!’ Like, that's what I want to do."" (olympics.com, 18 Jan 2024)",,None,None,None,False
1961203,AHAMDY Salam Bouha,Female,MTN,Mauritania,MTN,Mauritania,['Athletics'],"[""Women's 100m""]",2000-08-30,,,,Arabic,,,None,None,None,False
1961204,GUSIN Tatiana,Female,GRE,Greece,GRE,Greece,['Athletics'],"[""Women's High Jump""]",1994-01-26,Republic of Moldova,Photography (portraits),Athlete,"English, Greek, Romanian",,,None,None,None,False
1961205,FRANTZESKAKIS Christos,Male,GRE,Greece,GRE,Greece,['Athletics'],"[""Men's Hammer Throw""]",2000-04-26,Greece,,Athlete,"English, Greek","""I started hammer throwing at the urging of my coach, as he had seen me throw a ball and he could see the innate inclination I had. I had seen the sport from (hammer thrower) Mihail Anastasakis who was a little older than me and we lived very close."" (myInfo)",,None,None,None,False
1961207,ANASTASAKIS Michail,Male,GRE,Greece,GRE,Greece,['Athletics'],"[""Men's Hammer Throw""]",1994-12-03,Greece,"Reading, playing video games","Athlete, student","English, Greek",,,None,None,None,False
1961212,DOSI Panagiota,Female,GRE,Greece,GRE,Greece,['Athletics'],"[""Women's High Jump""]",2001-04-01,Greece,,Athlete,Greek,"Her father, a former high jumper and now a coach, suggested she try it",,None,None,None,False
1961213,EMMANOUILIDOU Polyniki,Female,GRE,Greece,GRE,Greece,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",2003-06-30,Greece,,Athlete,Greek,,,None,None,None,False
1961218,KARALIS Emmanouil,Male,GRE,Greece,GRE,Greece,['Athletics'],"[""Men's Pole Vault""]",1999-10-20,Greece,"Playing the guitar, playing video games",Athlete,"English, Greek","His dad was a decathlete and was keen for his son to follow in his footsteps. “ He started me with the pole vault because it's one of the most technical events in the decathlon. I just loved the feeling of flying. I was just doing the small jumps at first but I love the feeling of flying, getting off the ground and bending the pole. I just stuck with it; it was love at first sight. I was a prodigy. My coaches told me that I was good at pole vaulting for my age so I told my dad, 'I'm sticking with pole vault, I'm not becoming a decathlete', but I still really want to try a decathlon. It's one of my plans."" (myInfo)","Pole vaulter Sergei Bubka (UKR), 1988 Olympic champion, four-time Olympian (1988, 1992, 1996, 2000), six-time consecutive world champion (1983, 1987, 1991, 1993, 1995, 1997), first man to clear 6.00m",Bronze Medal,3.0,2024-08-05,True
1961234,NTRISMPIOTI Antigoni,Female,GRE,Greece,GRE,Greece,['Athletics'],"[""Women's 20km Race Walk""]",1984-03-21,Greece,,"Athlete, business owner","English, Greek","“At an early age I began my involvement with sport, first doing swimming and gymnastics. I suddenly found myself walking without realising it. There were no women in the sport, so I expressed my desire to my coach to do it.” (myInfo)",,None,None,None,False
1961243,SCARVELIS Stamatia,Female,GRE,Greece,GRE,Greece,['Athletics'],"[""Women's Hammer Throw""]",1995-08-17,United States,,Athlete,English,"She was influenced to pursue the sport by her older brothers. ""My parents made me throw it once and I got like last place and I never wanted to do it again. As I got older and tried it a couple more times, I started to take it more seriously."" (myInfo)",,None,None,None,False
1961245,STEFANIDI Aikaterini,Female,GRE,Greece,GRE,Greece,['Athletics'],"[""Women's Pole Vault""]",1990-02-04,Greece,,Athlete,"English, French, Greek",,"Pole vaulter Renaud Lavillenie (FRA), two-time Olympic medallist (2012 gold, 2016 silver), five-time world championship medallist (one silver, four bronze)",None,None,None,False
1961246,TENTOGLOU Miltiadis,Male,GRE,Greece,GRE,Greece,['Athletics'],"[""Men's Long Jump""]",1998-03-18,Greece,"Playing guitar, Greek bouzouki (guitar) and piano, walking, watching movies, computer games, painting",Athlete,Greek,"Was encouraged to take up the sport by his first coach, Vangelis Papanikos. ""I liked to try different things from a young age. In addition to long jump I also did cycling, skateboarding and rollerblading before focusing on my sport."" (myInfo)",,Gold Medal,1.0,2024-08-06,True
1961249,TZENGKO Elina,Female,GRE,Greece,GRE,Greece,['Athletics'],"[""Women's Javelin Throw""]",2002-09-02,Greece,,Athlete,Greek,,,None,None,None,False
1961255,ANTETOKOUNMPO Giannis,Male,GRE,Greece,GRE,Greece,['Basketball'],['Men'],1994-12-06,Greece,,Athlete,"English, Greek",,,None,None,None,False
1961259,CALATHES Nick,Male,GRE,Greece,GRE,Greece,['Basketball'],['Men'],1989-02-07,United States,,Athlete,"English, Greek",,,None,None,None,False
1961260,CHARALAMPOPOULOS Vasilis,Male,GRE,Greece,GRE,Greece,['Basketball'],['Men'],1997-01-06,Greece,,Athlete,Greek,,,None,None,None,False
1961262,KALAITZAKIS Panagiotis,Male,GRE,Greece,GRE,Greece,['Basketball'],['Men'],1999-01-02,Greece,,Athlete,Greek,,,None,None,None,False
1961266,LARENTZAKIS Giannoulis,Male,GRE,Greece,GRE,Greece,['Basketball'],['Men'],1993-09-22,Greece,,Athlete,Greek,,,None,None,None,False
1961270,MITOGLOU Dinos,Male,GRE,Greece,GRE,Greece,['Basketball'],['Men'],1996-06-11,Greece,,Athlete,Greek,,,None,None,None,False
1961272,MORAITIS Dimitris,Male,GRE,Greece,GRE,Greece,['Basketball'],['Men'],1999-02-03,Greece,,Athlete,Greek,,,None,None,None,False
1961275,PAPAGIANNIS Georgios,Male,GRE,Greece,GRE,Greece,['Basketball'],['Men'],1997-07-03,Greece,,Athlete,Greek,,,None,None,None,False
1961276,PAPANIKOLAOU Kostas,Male,GRE,Greece,GRE,Greece,['Basketball'],['Men'],1990-07-31,Greece,,Athlete,Greek,,,None,None,None,False
1961279,TOLIOPOULOS Vasilis,Male,GRE,Greece,GRE,Greece,['Basketball'],['Men'],1996-06-15,Greece,,Athlete,Greek,,,None,None,None,False
1961294,BOUGLAS Georgios,Male,GRE,Greece,GRE,Greece,['Cycling Road'],"[""Men's Road Race""]",1990-11-17,Greece,,Athlete,Greek,,,None,None,None,False
1961299,MYTILINEOU Ioli,Female,GRE,Greece,GRE,Greece,['Equestrian'],['Jumping Individual'],1997-07-29,Greece,Watching tennis,Operates a training stable in partnership with her mother,"English, Greek","Her mother was English by birth and was a competitive rider so bought her a pony as a child and she followed in her mother's footsteps. “I am probably born into the most equestrian family in Greece."" (neoskosmos.com, 4 Jan 2024)","Equestrian show jumper Steve Guerdat (SUI), two-time Olympic medallist (2012 individual gold, 2008 team bronze), five-time Olympian (2004, 2008, 2012, 2016, 2020), 2018 World Championships bronze medallist",None,None,None,False
1961300,GKOUNTOURA Theodora,Female,GRE,Greece,GRE,Greece,['Fencing'],"[""Women's Sabre Individual""]",1997-03-14,Greece,,,"English, Greek","Was persuaded to try the sport by Thanasis Delenikas (GRE), her future AEK and national team coach, who saw her potential when he gave a presentation on fencing to her school. </p><p>""I can't say that I caught the fencing bug at a really young age, as fencing is a sport rooted in strategy and tactics, and that can be difficult for a child to grasp. What kept me going was the atmosphere and my coach, Thanasis, who always found ways for us to have a good time at training. Later on as I got to know the sport I became more and more intrigued, and then I really caught the fencing bug."" (fie.org)",,None,None,None,False
1961314,PETROUNIAS Eleftherios,Male,GRE,Greece,GRE,Greece,['Artistic Gymnastics'],"['Men', ""Men's Rings""]",1990-11-30,Greece,"Travelling, diving",Athlete,"English, Greek","One of his teachers encouraged his mother to enrol him in the sport to deal with his hyperactivity. ""I was very lively and had a tendency to climb everywhere."" (myInfo)","Artistic gymnast Jordan Jovtchev (BUL), six-time Olympian winning four medals (one silver, three bronze), 13-time world championship medallist (four gold, five silver, four bronze).</p><p>Artistic gymnast Dimosthenis Tampakos (GRE), two-time Olympic medallist (one gold, one silver), two-time world championship medallist (one gold, one bronze)",Bronze Medal,3.0,2024-08-04,True
1961317,TELTSIDOU Elisavet,Female,GRE,Greece,GRE,Greece,['Judo'],['Women -70 kg'],1995-11-08,Greece,Playing football,Athlete,"English, Greek, Russian",She had too much energy according to her mother and she fought with her brother. Her mother wanted her to expend some of that energy in judo,"Judoka Ilias Iliadis (GRE), two-time Olympic medallist (2004 gold, 2012 bronze), four-time Olympian (2004, 2008, 2012, 2016), six-time world championship medallist (three gold, two silver, one bronze)",None,None,None,False
1961318,TSELIDIS Theodoros,Male,GRE,Greece,GRE,Greece,['Judo'],['Men -90 kg'],1996-08-05,Russian Federation,"History, playing video games",Economist,"English, Greek, Russian","""I wanted to try something new."" (Athlete, 14 Mar 2024)","Judoka Hiroyuki Akimoto (JPN), 2010 World champion (-73kg), four-time Asian Games medallist (two gold, two bronze), 2004 World Junior champion. </p><p>Judoka Varlam Liparteliani (GEO), 2016 Olympic silver medallist (-90kg), six-time world championship medallist (three silver, three bronze).</p><p>Judoka Avtandili Tchrikishvili (GEO), two-time Olympian (2012, 2016), five-time world championship medallist (two gold, one silver, two bronze)",Bronze Medal,3.0,2024-07-31,True
1961332,MARAMENIDIS Kameron Alexandros,Male,GRE,Greece,GRE,Greece,['Sailing'],"[""Men's Kite""]",2002-06-04,United States,,Athlete,Greek,His father is a professional kitesurfer and his brother also kitesurfs,,None,None,None,False
1961342,SPANAKI Ariadni Paraskevi,Female,GRE,Greece,GRE,Greece,['Sailing'],['Mixed Dinghy'],2001-03-13,Greece,"Travel, playing the piano",Athlete,"English, French, German, Greek",Her parents were sailors. They first introduced her to swimming but after trying sailing at a local club she immediately took to the sport,"Sailor Emilia Tsoulfa (GRE), 2004 Olympic gold medallist in the 470 class with Sofia Bekatorou. Her sailing partner at Tokyo 2020",None,None,None,False
1961343,SPANAKIS Odysseas Emmanouil,Male,GRE,Greece,GRE,Greece,['Sailing'],['Mixed Dinghy'],2003-02-04,Greece,,"Athlete, student",Greek,His parents and his sister were sailors,,None,None,None,False
1961345,KORAKAKI Anna,Female,GRE,Greece,GRE,Greece,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women']",1996-04-08,Greece,"Listening to music, dancing, going to the beach","Athlete, Air Force officer","English, Greek, Italian","She was keen on athletics as a child, but due to health problems she was encouraged to take up shooting. Her father, Anastassios, represented Greece in shooting. ""I was not excited at the beginning. However, when I tried it, I felt a familiarity with the gun. I was accompanied by my father to training and this helped my development."" (myInfo)",,None,None,None,False
1961346,MOSCHI Christina,Female,GRE,Greece,GRE,Greece,['Shooting'],['10m Air Pistol Women'],2002-11-09,Greece,"Volunteering, music (specifically guitar), hiking",Student,"English, German, Greek","""A few friends tried out the 10m air rifle discipline and they were very excited, so I wanted to try it myself.""","Shooter Anna Korakaki (GRE), two-time 2016 Olympic medallist (sport pistol gold, air pistol bronze), four-time world championship medallist (one gold, three silver)",None,None,None,False
1961347,KATZOURAKI Emmanouela,Female,GRE,Greece,GRE,Greece,['Shooting'],"['Skeet Women', 'Skeet Mixed Team']",2001-05-14,Greece,,Student,"English, Greek",She was curious about the sport,"Shooter Kim Rhode (USA), six-time Olympic medallist (three gold, one silver, two bronze) over six Olympic Games (1996, 2000, 2004, 2008, 2012, 2016), 17-time world championship medallist (eight gold, six silver, three bronze).</p><p>Shooter Anna Korakaki (GRE), two-time 2016 Olympic medallist (sport pistol gold, air pistol bronze), four-time world championship medallist (one gold, three silver)",None,None,None,False
1961348,MITAS Efthimios,Male,GRE,Greece,GRE,Greece,['Shooting'],"['Skeet Men', 'Skeet Mixed Team']",1985-05-15,Greece,"Fishing, billiards",Athlete,"English, Greek","""Because I love it."" (Athlete, 27 May 2024)",,None,None,None,False
1961349,CHALKIADAKIS Charalambos,Male,GRE,Greece,GRE,Greece,['Shooting'],['Skeet Men'],1997-06-06,Greece,"Fishing, sports, movies",,"English, Greek","""It was something that I liked from the first time I saw it."" (Athlete, 28 May 2024)",,None,None,None,False
1961352,GIONIS Panagiotis,Male,GRE,Greece,GRE,Greece,['Table Tennis'],"[""Men's Singles""]",1980-01-07,Greece,,Athlete,"English, Greek",,"Table tennis player Jan-Ove Waldner (SWE), 1992 Olympic singles champion (2000 silver), 16-time world championship medallist (six gold, seven silver, three bronze)",None,None,None,False
1961362,SAKKARI Maria,Female,GRE,Greece,GRE,Greece,['Tennis'],"[""Women's Doubles"", ""Women's Singles"", 'Mixed Doubles']",1995-07-25,Greece,Enjoys going back to Greece and seeing friends,,English,,"Tennis player Roger Federer (SUI), 20-time Grand Slam singles champion, 2008 Olympic doubles champion, 2012 Olympic singles silver medallist.</p><p>Tennis player Rafael Nadal (ESP), winner of 22 Grand Slam singles titles (as of July 2023), including a record 14 French Open titles; two-time Olympic champion (2008 singles, 2016 doubles)",None,None,None,False
1961363,TSITSIPAS Stefanos,Male,GRE,Greece,GRE,Greece,['Tennis'],"[""Men's Doubles"", ""Men's Singles"", 'Mixed Doubles']",1998-08-12,Greece,"Travelling and spending time with friends, photography, video editing, supporting US basketball team the Milwaukee Bucks and Greek football and basketball team AEK Athens",,"English, Greek, Russian",His mother was a professional tennis player and his father was a tennis coach,,None,None,None,False
1961403,YAMASHITA Miyu,Female,JPN,Japan,JPN,Japan,['Golf'],"[""Women's Individual Stroke Play""]",2001-08-02,Japan,,,Japanese,,,None,None,None,False
1961406,MATSUYAMA Hideki,Male,JPN,Japan,JPN,Japan,['Golf'],"[""Men's Individual Stroke Play""]",1992-02-25,Japan,"Watching baseball, playing table tennis, fishing",,Japanese,His father enjoyed playing and encouraged him to try it,"Golfer Tiger Woods (USA), 15-time major winner, 82-time PGA Tour winner (joint first with Sam Snead), one of the most famous athletes in modern history",Bronze Medal,3.0,2024-08-04,True
1961414,SASO Yuka,Female,JPN,Japan,JPN,Japan,['Golf'],"[""Women's Individual Stroke Play""]",2001-06-20,Philippines,,,"English, Filipino, Japanese","Her father introduced her to the sport. ""I was born in Philippines, I grew up there. But we moved to Japan when I was four or five. I couldn't speak Japanese and I didn't have any friends, so my dad brought me to the driving range, to the golf course, that's the only thing that I did. It was sad (initially moving to Japan), but then golf is fun."" (myInfo)","Golfer Rory McIlroy (IRL), four-time major winner, five-time Ryder Cup winner with Europe, Official World Golf Rankings No.1 player for more than 100 weeks, Tokyo 2020 and Paris 2024 Olympian",None,None,None,False
1961431,NAKAJIMA Keita,Male,JPN,Japan,JPN,Japan,['Golf'],"[""Men's Individual Stroke Play""]",2000-06-24,Japan,,,Japanese,,"Golfer Tiger Woods (USA), 15-time major winner, 82-time PGA Tour winner (joint first with Sam Snead), one of the most famous athletes in modern history.</p><p>Golfer Hideki Matsuyama (JPN)",None,None,None,False
1961525,KEITA Mory,Male,GUI,Guinea,GUI,Guinea,['Football'],['Men'],2005-07-13,Guinea,,Athlete,French,,,None,None,None,False
1961528,SOUMAH Mohamed,Male,GUI,Guinea,GUI,Guinea,['Football'],['Men'],2003-03-15,Guinea,,Athlete,French,,,None,None,None,False
1961530,KEITA Madiou,Male,GUI,Guinea,GUI,Guinea,['Football'],['Men'],2004-08-29,France,,Athlete,French,,,None,None,None,False
1961541,OULARE Naby,Male,GUI,Guinea,GUI,Guinea,['Football'],['Men'],2002-08-06,Guinea,,Athlete,French,,,None,None,None,False
1961543,CAMARA Cherif,Male,GUI,Guinea,GUI,Guinea,['Football'],['Men'],2002-10-21,,,Athlete,French,,,None,None,None,False
1961554,BANGOURA Sekou Tidiany,Male,GUI,Guinea,GUI,Guinea,['Football'],['Men'],2002-04-05,,,Athlete,French,,,None,None,None,False
1961555,KEITA Naby,Male,GUI,Guinea,GUI,Guinea,['Football'],['Men'],1995-02-10,Guinea,,Athlete,"English, French, German",,"Footballer Yaya Toure (CIV), Africa Cup of Nations winner (2015), UEFA Champions League winner (2009) and two-time La Liga winner with Barcelona, three-time Premier League winner with Manchester City",None,None,None,False
1961556,TOURE Abdoulaye,Male,GUI,Guinea,GUI,Guinea,['Football'],['Men'],1994-03-03,France,,Athlete,French,,,None,None,None,False
1961561,ILAIX Moriba,Male,GUI,Guinea,GUI,Guinea,['Football'],['Men'],2003-01-19,Guinea,,Athlete,Spanish,,"Footballer Sergio Busquets (ESP), FIFA World Cup winner (2010), UEFA European Championship winner (2012) with Spain. Made 722 appearances for Barcelona, winning 32 major trophies, including three Champions League titles",None,None,None,False
1961564,BAH Algassime,Male,GUI,Guinea,GUI,Guinea,['Football'],['Men'],2002-11-12,Guinea,,Athlete,French,,,None,None,None,False
1961612,CHIU Hin Chun,Male,HKG,"Hong Kong, China",HKG,"Hong Kong, China",['Rowing'],"[""Men's Single Sculls""]",1994-08-20,"Hong Kong, China","Hiking, cycling",Athlete,"Cantonese, English","He was part of the Hong Kong Sports Institute windsurfing programme, but was recruited to rowing as part of a talent identification programme. ""I wasn't gaining outstanding results in windsurfing. They definitely were not as good as my rowing results became. I wanted to challenge myself and I've succeeded.""  (myInfo)",,None,None,None,False
1961623,YAN Zheng,Female,CHN,China,CHN,China,['Sailing'],"[""Women's Windsurfing""]",2001-10-24,China,,,Mandarin,,,None,None,None,False
1961629,HUANG Qibin,Male,CHN,China,CHN,China,['Sailing'],"[""Men's Kite""]",2006-07-05,China,,,Mandarin,,,None,None,None,False
1961633,CHEN Jingyue,Female,CHN,China,CHN,China,['Sailing'],"[""Women's Kite""]",2000-12-28,China,,Athlete,Mandarin,"Originally involved in athletics before sailing coach Zhai Dahui went to her middle school to select athletes. ""I went to the try-out with the attitude of just having a go, and I was selected. My parents really supported me and I was able to continue. Out on the endless sea, we're not skimming right above the water, but rather we're soaring above it."" (Chinadaily.com, 2 Oct 2023)",,None,None,None,False
1961647,XU Zangjun,Male,CHN,China,CHN,China,['Sailing'],['Mixed Dinghy'],1992-02-06,China,,Armed forces athlete,Mandarin,He was selected by coaches from a local sports school,,None,None,None,False
1961651,WEN Zaiding,Male,CHN,China,CHN,China,['Sailing'],"[""Men's Skiff""]",2001-05-26,China,,,Mandarin,,,None,None,None,False
1961652,LIU Tian,Male,CHN,China,CHN,China,['Sailing'],"[""Men's Skiff""]",2000-01-07,China,,,Mandarin,,,None,None,None,False
